Brand,Flavor,Class,Serv(oz),Serv(g),Cal/Serv,Fat,Na,K,Carbs,Fiber,Sugar,Other,Protein,kcal/g,kcal/oz,Carb/Pro,Fat %,Sugar %,Na/kcal
Kirkland,"Steak Strips, extra thick cut jerky",Jerky,0.99,28,60,0.5,330,,5,0,4,1,9,2.14,61,0.6,7%,26%,5.50
Smuckers,Simply Fruit Spread: Strawberry,Bump,0.67,19,40,0,0,,10,0,8,2,0,2.11,60,#DIV/0!,0%,80%,0.00
StarKist,E.V.O.O. Yellowfin Tuna (Sun-Dried Tomato),Meat,2.61,74,150,9,360,,2,0,1,1,14,2.03,57,0.1,56%,3%,2.40
Goya,Dry Large Lima Beans,Sides,1.23,35,70,0,20,,22,12,1,9,7,2.00,57,3.1,0%,3%,0.29
Signature (Safeway),Sun Dried Tomatoes,Fruit,1.41,40,79,1,393,,19,5,9,5,5,1.98,56,3.8,9%,34%,4.97
PF Bakeries,Fresh Pita Bread,Bread,2.01,57,100,0.3,320,36.7,21.2,0.8,1.4,19,2.7,1.75,50,7.9,3%,6%,3.20
P-Tabun,Fresh White Pita Bread,Bread,2.01,57,100,0.3,320,37,21,1,1,19,3,1.75,50,7.0,3%,4%,3.20
Barilla,Ready Pasta (fully cooked) Elbows,Sides,4.27,121,210,2,210,,42,2,2,38,7,1.74,49,6.0,8%,4%,1.00
Barilla,Ready Pasta (fully cooked) Rotini,Sides,4.27,121,210,2,210,,42,2,2,38,7,1.74,49,6.0,8%,4%,1.00
Veggicopia Dips,"Single Serving, Roasted Red Pepper Hummus",Bump,2.50,71,120,6,150,,14,4,2,8,5,1.69,48,2.8,42%,6%,1.25
Veggicopia Dips,"Single Serving, Original Hummus",Bump,2.50,71,120,6,160,,13,3,2,8,5,1.69,48,2.6,43%,6%,1.33
Unbranded,"Avocados, raw California",Fruit,3.53,100,167,15.4,8,507,8.6,6.8,0.3,1.5,2,1.67,47,4.3,77%,1%,0.05
Iberia,Dry Small Red Beans,Sides,1.27,36,60,0,25,,23,16,1,6,8,1.67,47,2.9,0%,3%,0.42
Laughing Cow,"Cheese Wedges, Creamy White Cheddar",Cheese,0.74,21,35,1.5,180,,1,0,1,0,2,1.67,47,0.5,53%,16%,5.14
Joseph's,"Flax, Oat Bran & Whole Wheat Pita Bread",Bread,1.31,37,60,2,300,,8,4,0,4,6,1.62,46,1.3,24%,0%,5.00
Frog Fuel,Liquid Protein Shot,Gel,1.31,37,60,0,51,9,0,0,0,0,16,1.62,46,0.0,0%,0%,0.85
Hormel,Corned Beef Hash,Can,8.32,236,380,24,970,,23,2,1,20,17,1.61,46,1.4,57%,1%,2.55
Suzie's,Quinoa with Olive Oil,Sides,4.94,140,224,6,274,,31,7,2,22,8,1.60,45,3.9,26%,4%,1.22
Joseph's,"Lavash Bread, Flax Oat Bran & Wheat",Bread,1.13,32,50,1.5,260,,8,3,0,5,5,1.56,44,1.6,21%,0%,5.20
StarKist,Tuna Creations Hickory Smoked,Meat,2.61,74,110,3.5,340,220,0,0,0,0,19,1.49,42,0.0,29%,0%,3.09
Uncle Ben's Ready Rice,Spanish Style,Sides,5.08,144,200,2.5,630,115,40,2,3,35,4,1.39,39,10.0,11%,6%,3.15
Campbells (Ready Meals),Prego Marinara & Italian Sausage Rotini,Sides,8.99,255,350,9,790,,55,2,15,38,13,1.37,39,4.2,23%,17%,2.26
Dennison's,Hot Chili Con Carne with Beans,Can,8.92,253,340,14,980,960,34,12,2,20,20,1.34,38,1.7,37%,2%,2.88
Wild Garden,"Hummus to Go, Roasted Garlic",Bump,1.76,50,67,3,120,,7,2,2,3,3,1.34,38,2.3,40%,12%,1.79
Campbells (Ready Meals),Homestyle Noodles & Beef in mushroom sauce,Sides,8.99,255,340,16,790,,38,2,3,33,12,1.33,38,3.2,42%,3%,2.32
Stagg,Dynamite Hot Chili with Beans,Can,8.71,247,320,15,920,,30,6,8,16,16,1.30,37,1.9,42%,10%,2.88
SmashPack,Orange Peach Protein (squeeze pack),Fruit,5.01,142,180,5,35,280,19,1,16,2,14,1.27,36,1.4,25%,36%,0.19
Veggicopia Dips,"Single Serving Cup, Edemame Dip",Bump,2.50,71,90,6,150,,6,3,1,2,5,1.27,36,1.2,55%,4%,1.67
Fritos,"Cheese Dip, Jalapeno Cheddar",Sides,1.13,32,40,2.5,220,,3,0,1,2,1,1.25,35,3.0,58%,10%,5.50
Valley Fresh,White Chicken Chunks (packet),Meat,1.98,56,70,2,270,,0,0,0,0,12,1.25,35,0.0,27%,0%,3.86
New Whey,"Liquid Protein, Fruit Punch",Gel,5.33,151,180,0,100,50,2,0,0,2,42,1.19,34,0.0,0%,0%,0.56
StarKist,"Tuna Salad Pouch, Original Deli Style",Meat,3.00,85,100,3.5,460,190,3,1,0.5,1.5,14,1.18,33,0.2,32%,2%,4.60
StarKist,Lemon Pepper (Outdoors Pouch),Meat,4.52,128,130,1,590,,1,0,1,0,29,1.02,29,0.0,7%,3%,4.54
Fritos,"Bean Dip, Original",Sides,1.23,35,35,1,190,,5,2,0,3,2,1.00,28,2.5,24%,0%,5.43
StarKist,Chunk Light Tuna (in water),Meat,2.61,74,70,0.5,300,200,0,0,0,0,17,0.95,27,0.0,6%,0%,4.29
Campbells (Ready Meals),Pace Santa Fe Style Steak with beans & rice,Sides,8.99,255,230,2,760,,45,4,3,38,9,0.90,26,5.0,8%,5%,3.30
Chef Boyardee,Mini Beef Ravioli in Tomato & Meat Sauce,Can,8.61,244,220,7,800,380,32,3,6,23,7,0.90,26,4.6,29%,11%,3.64
Unbranded,Bananas (raw),Fruit,3.53,100,89,0.3,1,358,22.8,2.6,12.2,8,1.1,0.89,25,20.7,3%,50%,0.01
Pumpkin Tree,Apple and Grape (squeeze pack),Fruit,3.99,113,100,0,10,,26,1,22,3,0,0.88,25,#DIV/0!,0%,85%,0.10
Dinty Moore,Beef Stew,Can,8.32,236,200,10,990,,17,1,3,13,10,0.85,24,1.7,45%,6%,4.95
Signature (Safeway),Apple Slices (fresh) with Sweet Yogurt Dip,Fruit,2.50,71,60,0.5,0,,13,0,10,3,0,0.85,24,#DIV/0!,8%,71%,0.00
Mamma Chia,Blackberry Bliss (squeeze pack),Fruit,3.49,99,70,2,10,70,10,4,7,-1,2,0.71,20,5.0,27%,42%,0.14
GoGo SqueeZ,Applesauce,Fruit,3.17,90,60,0,0,,15,1,12,2,0,0.67,19,#DIV/0!,0%,80%,0.00
Unbranded,Oranges (raw with peel),Fruit,3.53,100,63,0.3,2,196,15.5,4.5,11,0,1.3,0.63,18,11.9,4%,63%,0.03
Pumpkin Tree,Apple and Peach (squeeze pack),Fruit,3.99,113,60,0,5,,14,2,13,-1,1,0.53,15,14.0,0%,87%,0.08
Organics,Organic Sweet Apple Slices (fresh),Fruit,2.01,57,30,0,0,,7,1,5,1,0,0.53,15,#DIV/0!,0%,71%,0.00
Progresso,"Soup, Chicken & Wild Rice",Can,8.43,239,110,1,650,330,22,2,2,18,6,0.46,13,3.7,7%,7%,5.91
Progresso Light,"Soup, Chicken & Vegetables with Rosemary",Can,8.68,246,60,0.5,660,,9,1,1,7,4,0.24,7,2.3,8%,7%,11.00
Gatorade,Endurance Gatorlytes,Drink,0.12,3.4,0,0,780,400,0,0,0,0,0,0.00,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
